number,cabinet,cabinet_party,cabinet_from,cabinet_to,person,from,to
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Ruddock, the Hon. Philip Maxwell",26.10.2004,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Minchin, Senator the Hon. Nicholas Hugh",26.10.2004,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Truss, the Hon. Warren Errol",26.10.2004,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Vanstone, Senator the Hon. Amanda Eloise",26.10.2004,30.1.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Nelson, the Hon. Dr Brendan John",26.10.2004,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Patterson, Senator the Hon. Kay Christine Lesley",26.10.2004,27.1.2006 
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Macfarlane, the Hon. Ian Elgin",26.10.2004,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Andrews, the Hon. Kevin James",26.10.2004,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Coonan, Senator the Hon. Helen Lloyd",26.10.2004,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Campbell, Senator the Hon. Ian Gordon",26.10.2004,9.3.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"McGauran, the Hon. Peter John",6.7.2005,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Bishop, the Hon. Julie Isabel",27.1.2006,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Brough, the Hon. Malcolm Thomas",27.1.2006,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Hockey, the Hon. Joseph Benedict",30.1.2007,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Turnbull, the Hon. Malcolm Bligh",30.1.2007,3.12.2007
57,Howard Ministry,LIB-NP Coalition ,26.10.2004,3.12.2007,"Ellison, the Hon. Christopher Martin",9.3.2007,3.12.2007
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Rudd, the Hon. Kevin Michael",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Gillard, the Hon. Julia Eileen",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Swan, the Hon. Wayne Maxwell",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Evans, Senator the Hon. Christopher Vaughan",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Faulkner, Senator the Hon. John Philip",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Tanner, the Hon. Lindsay James",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Crean, the Hon. Simon Findlay",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Smith, the Hon. Stephen Francis",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Fitzgibbon, the Hon. Joel Andrew",3.12.2007,9.6.2009
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Roxon, the Hon. Nicola Louise",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Macklin, the Hon. Jennifer Louise",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Albanese, the Hon. Anthony Norman",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Conroy, Senator the Hon. Stephen Michael ",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Carr, Senator the Hon. Kim John",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Wong, Senator the Hon. Penelope Ying",Yen,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Garrett, the Hon. Peter Robert, AM",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"McClelland, the Hon. Robert Bruce",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Ludwig, Senator the Hon. Joseph William",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Burke, the Hon. Anthony Stephen",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Ferguson, the Hon. Martin John, AM",3.12.2007,24.6.2010
58,Rudd Ministry,ALP ,3.12.2007,24.6.2010,"Bowen, the Hon. Christopher Eyles",9.6.2009,24.6.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Gillard, the Hon. Julia Eileen",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Swan, the Hon. Wayne Maxwell",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Evans, Senator the Hon. Christopher Vaughan",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Faulkner, Senator the Hon. John Philip",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Crean, the Hon. Simon Findlay",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Smith, the Hon. Stephen Francis",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Roxon, the Hon. Nicola Louise",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Macklin, the Hon. Jennifer Louise",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Tanner, the Hon. Lindsay James",24.6.2010,3.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Albanese, the Hon. Anthony Norman",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Conroy, Senator the Hon. Stephen Michael ",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Carr, Senator the Hon. Kim John",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Wong, Senator the Hon. Penelope Ying-Yen",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Garrett, the Hon. Peter Robert, AM",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"McClelland, the Hon. Robert Bruce",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Ludwig, Senator the Hon. Joseph William",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Burke, the Hon. Anthony Stephen",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Ferguson, the Hon. Martin John, AM",24.6.2010,14.9.2010
59,Gillard Ministry,ALP ,24.6.2010,14.9.2010,"Bowen, the Hon. Christopher Eyles",24.6.2010,14.9.2010
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Gillard, the Hon. Julia Eileen",14.9.2010,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Swan, the Hon. Wayne Maxwell",14.9.2010,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Crean, the Hon. Simon Findlay",14.9.2010,21.3.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Evans, Senator the Hon. Christopher Vaughan",14.9.2010,4.2.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Garrett, the Hon. Peter Robert, AM",14.9.2010,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Conroy, Senator the Hon. Stephen Michael ",14.9.2010,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Rudd, the Hon. Kevin Michael",14.9.2010,26.2.2012
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Emerson, the Hon. Dr Craig Anthony",14.9.2010,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Smith, the Hon. Stephen Francis",14.9.2010,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Bowen, the Hon. Christopher Eyles",14.9.2010,25.3.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Albanese, the Hon. Anthony Norman",14.9.2010,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Roxon, the Hon. Nicola Louise",14.9.2010,4.2.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Macklin, the Hon. Jennifer Louise",14.9.2010,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Burke, the Hon. Anthony Stephen",14.9.2010,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Wong, Senator the Hon. Penelope Ying-Yen",14.9.2010,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Carr, Senator the Hon. Kim John",14.9.2010,14.12.2011
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"McClelland, the Hon. Robert Bruce",14.9.2010,5.3.2012
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Ludwig, Senator the Hon. Joseph William",14.9.2010,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Ferguson, the Hon. Martin John, AM",14.9.2010,25.3.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Combet, the Hon. Gregory Ivan, AM",14.9.2010,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Butler, the Hon. Mark Christopher",14.12.2011,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Plibersek, the Hon. Tanya Joan",14.12.2011,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Shorten, the Hon. William Robert",14.12.2011,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"O'Connor, the Hon. Brendan Patrick",5.3.2012,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Carr, Senator the Hon. Robert John",13.3.2012,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Dreyfus, the Hon. Mark Alfred, QC",4.2.2013,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Clare, the Hon. Jason Dean",25.3.2013,27.6.2013
60,Gillard Ministry,ALP ,14.9.2010,27.6.2013,"Gray, the Hon. Gary",25.3.2013,27.6.2013
