number,ministry,ministry_party,ministry_from,ministry_to,level,job,person,job_from,job_to,comment,,
14,Hughes Ministry ,Nationalist ,10.1.1918,9.2.1923,Minister,Vice-President of Executive Council,"Groom, LE",10.1.1918,27.3.1918,,,
14,Hughes Ministry ,Nationalist ,10.1.1918,9.2.1923,Minister,Vice-President of Executive Council,"Russell, Senator EJ",27.3.1918,21.12.1921,,,
14,Hughes Ministry ,Nationalist ,10.1.1918,9.2.1923,Minister,Vice-President of Executive Council,"Earle, Senator J",21.12.1921,5.2.1923,,,
14,Hughes Ministry ,Nationalist ,10.1.1918,9.2.1923,Minister,Honorary Minister,"Groom, LE",10.1.1918,16.11.1917,,,
14,Hughes Ministry ,Nationalist ,10.1.1918,9.2.1923,Minister,Honorary Minister,"Russell, Senator EJ",10.1.1918,17.1.1919,,,
14,Hughes Ministry ,Nationalist ,10.1.1918,9.2.1923,Minister,Honorary Minister,"Massy-Greene, W",27.3.1918,17.1.1919,,,
14,Hughes Ministry ,Nationalist ,10.1.1918,9.2.1923,Minister,Honorary Minister,"Orchard, RB",27.3.1918,31.1.1919,,,
14,Hughes Ministry ,Nationalist ,10.1.1918,9.2.1923,Minister,Honorary Minister,"Poynton, A",27.3.1918,4.2.1920,,,
14,Hughes Ministry ,Nationalist ,10.1.1918,9.2.1923,Minister,Honorary Minister,"Wise, GH",27.3.1918,4.2.1920,,,
14,Hughes Ministry ,Nationalist ,10.1.1918,9.2.1923,Minister,Honorary Minister,"Smith, WHL",4.2.1920,28.7.1920,,,
14,Hughes Ministry ,Nationalist ,10.1.1918,9.2.1923,Assistant ministers/Parliamentary secretaries,Assistant Minister for Defence,"Massy-Greene, W",21.12.1921,5.2.1923,,,
14,Hughes Ministry ,Nationalist ,10.1.1918,9.2.1923,Assistant ministers/Parliamentary secretaries,Assistant Minister for Defence,"Ryrie, GdeL",4.2.1920,21.12.1921,,,
14,Hughes Ministry ,Nationalist ,10.1.1918,9.2.1923,Assistant ministers/Parliamentary secretaries,Assistant Minister for Repatriation,"Rodgers, AS",28.7.1920,21.12.1921,,,
14,Hughes Ministry ,Nationalist ,10.1.1918,9.2.1923,Assistant ministers,Assistant Minister for Repatriation,"Lamond, H",21.12.1921,9.2.1923,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Prime Minister,"Bruce, SM",9.2.1923,22.10.1929,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for External Affairs,"Bruce, SM",9.2.1923,22.10.1929,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Treasurer,"Page, ECG (CP)",9.2.1923,22.10.1929,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Home and Territories,"Pearce, Senator GF",9.2.1923,18.6.1926,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Home and Territories,"Glasgow, Senator TW",18.6.1926,2.4.1927,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Home and Territories,"Marr, CWC",2.4.1927,24.2.1928,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Home and Territories,"Howse, NR",24.2.1928,29.11.1928,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Home and Territories,"Abbott, CLA (CP)",29.11.1928,10.12.1928,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Home Affairs,"Abbott, CLA (CP)",10.12.1928,22.10.1929,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Attorney-General,"Groom, LE",9.2.1923,18.12.1925,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Attorney-General,"Latham, JG",18.12.1925,22.10.1929,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Industry,"Latham, JG",10.12.1928,22.10.1929,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Postmaster-General,"Gibson, WG (CP)",9.2.1923,22.10.1929,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Trade and Customs,"Chapman, A",9.2.1923,26.5.1924,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Trade and Customs,"Groom, LE",29.5.1924,13.6.1924,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Trade and Customs,"Pratten, HE",13.6.1924,7.5.1928,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Trade and Customs,"Bruce, SM",8.5.1928,24.11.1928,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Trade and Customs,"Gullett, HS",24.11.1928,22.10.1929,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Works and Railways,"Stewart, PG (CP)",9.2.1923,5.8.1924,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Works and Railways,"Hill, WC (CP)",8.8.1924,29.11.1928,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Works and Railways,"Gibson, WG (CP)",10.12.1928,22.10.1929,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Defence,"Bowden, EK",9.2.1923,16.1.1925,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Defence,"Howse, NR",16.1.1925,2.4.1927,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Defence,"Glasgow, Senator TW",2.4.1927,22.10.1929,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Health,"Chapman, A",9.2.1923,26.5.1924,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Health,"Groom, LE",29.5.1924,13.6.1924,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Health,"Pratten, HE",13.6.1924,16.1.1925,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Health,"Howse, NR",16.1.1925,2.4.1927,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Health,"Bruce, SM",2.4.1927,24.2.1928,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Health,"Howse, NR",24.2.1928,22.10.1929,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Markets and Migration,"Wilson, Senator RV",16.1.1925,18.6.1926,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Markets and Migration,"Paterson, T (CP)",18.6.1926,19.1.1928,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Markets,"Paterson, T (CP)",19.1.1928,10.12.1928,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Minister for Markets and Transport,"Paterson, T (CP)",10.12.1928 ,22.10.1929,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Vice-President of Executive Council,"Atkinson, L",9.2.1923,18.6.1926,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Vice-President of Executive Council,"Pearce, Senator GF",18.6.1926,22.10.1929,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Honorary Minister,"Wilson, Senator RV",9.2.1923,16.1.1925,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Honorary Minister,"Crawford, Senator TW",14.2.1923,29.11.1928,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Honorary Minister,"Marr, CWC",16.1.1925,2.4.1927,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Honorary Minister,"McLachlan, Senator AJ",29.8.1926,22.10.1929,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Honorary Minister,"Howse, NR",2.4.1927,24.2.1928,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Honorary Minister,"Marr, CWC",24.2.1928,22.10.1929,,,
15,Bruce-Page Ministry,Nationalist-CP Coalition,9.2.1923,22.10.1929,Minister,Honorary Minister,"Ogden, Senator JE",29.11.1928,22.10.1929,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Prime Minister,"Scullin, JH",22.10.1929,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for External Affairs,"Scullin, JH",22.10.1929,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Industry,"Scullin, JH",22.10.1929,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Treasurer,"Theodore, EG",22.10.1929,9.7.1930,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Treasurer,"Scullin, JH",9.7.1930,29.1.1931,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Treasurer,"Theodore, EG",29.1.1931,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Vice-President of Executive Council,"Daly, Senator JJ",22.10.1929,3.3.1931,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Attorney-General,"Brennan, F",22.10.1929,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Postmaster-General,"Lyons, JA",22.10.1929,4.2.1931,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Postmaster-General,"Green, AE",4.2.1931,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Works and Railways,"Lyons, JA",22.10.1929,4.2.1931,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Works and Railways,"Green, AE",4.2.1931,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Trade and Customs,"Fenton, JE",22.10.1929,4.2.1931,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Trade and Customs,"Forde, FM",4.2.1931,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Home Affairs,"Blakeley, A",22.10.1929,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Health,"Anstey, F",22.10.1929,3.3.1931,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Health,"McNeill, J",3.3.1931,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Repatriation,"Anstey, F",22.10.1929,3.3.1931,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Repatriation,"McNeill, J",3.3.1931,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Defence,"Green, AE",22.10.1929,4.2.1931,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Defence,"Daly, Senator JJ",4.2.1931,3.3.1931,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Defence,"Chifley, JB",3.3.1931,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Markets and Transport,"Moloney, PJ",22.10.1929,21.4.1930,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Markets,"Moloney, PJ",21.4.1930,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Minister,Minister for Transport,"Moloney, PJ",21.4.1930,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Assistant ministers,Assistant Minister for Transport and War Service Homes,"Culley, CE",3.3.1931,24.6.1931,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Assistant ministers,Assistant Minister,"Daly, Senator JJ",26.6.1931,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Assistant ministers,Assistant Minister,"Cunningham, LL",26.6.1931,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Assistant ministers,Assistant Minister assisting the Minister for Industry,"Beasley, JA",22.10.1929,3.3.1931,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Assistant ministers,"Assistant Minister for Industry, Council for Scientific and Industrial Research","Holloway, EJ",3.3.1931,12.6.1931,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Assistant ministers,Assistant to the Treasurer,"Holloway, EJ",3.3.1931,12.6.1931,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Assistant ministers,Assistant Minister assisting the Minister for Works and Railways,"Barnes, Senator J",22.10.1929,3.3.1931,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Assistant ministers,Assistant Minister assisting the Minister for Works and Railways,"Dooley, Senator JB",3.3.1931,6.1.1932,,,
16,Scullin Ministry,ALP,22.10.1929,6.1.1932,Assistant ministers,Assistant Minister assisting the Minister for Customs,"Forde, FM",22.10.1929,4.2.1931,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Prime Minister,"Lyons, JA",6.1.1932,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Treasurer,"Lyons, JA",6.1.1932,3.10.1935,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Treasurer,"Casey, RG",3.10.1935,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Attorney-General,"Latham, JG",6.1.1932,12.10.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Attorney-General,"Menzies, RG",12.10.1934,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for External Affairs,"Latham, JG",6.1.1932,12.10.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for External Affairs,"Pearce, Senator GF",12.10.1934,29.11.1937,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for External Affairs,"Hughes, WM",29.11.1937,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Industry,"Latham, JG",6.1.1932,12.10.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Industry,"Menzies, RG",12.10.1934,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Defence,"Pearce, Senator GF",6.1.1932,12.10.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Defence,"Parkhill, RA",12.10.1934,20.11.1937,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Defence,"Lyons, JA",20.11.1937,29.11.1937,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Defence,"Thorby, HVC (CP)",29.11.1937,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Trade and Customs,"Gullett, HS",6.1.1932,14.1.1933,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Trade and Customs,"White, TW",14.1.1933,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Postmaster-General,"Fenton, JE",6.1.1932,13.10.1932,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Postmaster-General,"Parkhill, RA",13.10.1932,12.10.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Postmaster-General,"McLachlan, Senator AJ",12.10.1934,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Home Affairs,"Parkhill, RA",6.1.1932,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Transport,"Parkhill, RA",6.1.1932,12.4.1932,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Works and Railways,"Marr, CWC",6.1.1932,12.4.1932,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for the Interior,"Parkhill, RA",12.4.1932,13.10.1932,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for the Interior,"Perkins, JA",13.10.1932,12.10.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for the Interior,"Harrison, EJ",12.10.1934,9.11.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for the Interior,"Paterson, T (CP)",9.11.1934,29.11.1937,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for the Interior,"McEwen, J (CP)",29.11.1937,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Markets,"Hawker, CAS",6.1.1932,13.4.1932,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Commerce,"Hawker, CAS",13.4.1932,23.9.1932,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Commerce,"Lyons, JA",3.10.1932,13.10.1932,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Commerce,"Stewart, FH",13.10.1932,9.11.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Commerce,"Page, ECG (CP)",9.11.1934,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Health,"Marr, CWC",6.1.1932,12.10.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Health,"Hughes, WM",12.10.1934,6.11.1935,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Health,"Lyons, JA",8.11.1935,26.2.1936,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Health,"Hughes, WM",26.2.1936,29.11.1937,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Health,"Page, ECG (CP)",29.11.1937,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Repatriation,"Hawker, CAS",6.1.1932,12.4.1932,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Repatriation,"Marr, CWC",12.4.1932,12.10.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Repatriation,"Hughes, WM",12.10.1934,6.11.1935,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Repatriation,"Lyons, JA",8.11.1935,6.2.1936,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Repatriation,"Hughes, WM",6.2.1936,29.11.1937,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister for Repatriation,"Foll, Senator HS",29.11.1937,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Vice-President of Executive Council,"McLachlan, Senator AJ",6.1.1932,12.10.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Vice-President of Executive Council,"Hughes, WM",12.10.1934,6.11.1935,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Vice-President of Executive Council,"Lyons, JA",8.11.1935,29.11.1937,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Vice-President of Executive Council,"Hughes, WM",29.11.1937,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister in charge of Territories,"Marr, CWC",6.1.1932,24.5.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister in charge of Territories,"Lawson, Senator HSW",24.5.1934,12.10.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister in charge of Territories,"Pearce, Senator GF",12.10.1934,29.11.1937,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister in charge of Territories,"Hughes, WM",29.11.1937,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister in charge of Development and Scientific and Industrial Research,"McLachlan, Senator AJ",6.1.1932,29.11.1937,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister in charge of Development and Scientific and Industrial Research,"Casey, RG",29.11.1937,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister in charge of War Service Homes,"Francis, J",6.1.1932,9.11.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister in charge of War Service Homes,"Foll, Senator HS",29.11.1937,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister without portfolio in charge of War Service Homes,"Thorby, HVC (CP)",9.11.1934,11.9.1936,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister without portfolio in charge of War Service Homes,"Hunter, JAJ (CP)",11.9.1936,29.11.1937,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister without portfolio,"Bruce, SM",23.6.1932,26.9.1932,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Minister without portfolio,"Marr, CWC",12.10.1934,9.11.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,"Minister without portfolio, London","Bruce, SM",26.9.1932,6.10.1933,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Minister,Honorary Minister in charge of the Royal Visit,"Marr, CWC",9.11.1934,31.12.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Assistant ministers/Parliamentary secretaries,Assistant Treasurer,"Bruce, SM",6.1.1932,29.6.1932,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Assistant ministers/Parliamentary secretaries,Assistant Treasurer,"Casey, RG",12.10.1934,3.10.1935,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Assistant ministers/Parliamentary secretaries,Assistant Minister (Treasury),"Massy-Greene, W",6.1.1932,25.9.1933,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Assistant ministers/Parliamentary secretaries,Assistant Minister (Treasury),"Casey, RG",25.9.1933,12.10.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Assistant ministers/Parliamentary secretaries,Assistant Minister (Treasury),"Lawson, Senator HSW",17.10.1933,12.10.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Assistant ministers/Parliamentary secretaries,Minister without portfolio assisting the Treasurer,"Thompson, VC (CP)",29.11.1937,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Assistant ministers/Parliamentary secretaries,Minister without portfolio assisting the Minister for Industry,"Brennan, Senator TC",9.11.1934,29.11.1937,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Assistant ministers/Parliamentary secretaries,Assistant Minister for Defence,"Francis, J",6.1.1932,12.10.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Assistant ministers/Parliamentary secretaries,Assistant Minister for Trade and Customs,"Perkins, JA",6.1.1932,13.10.1932,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Assistant ministers/Parliamentary secretaries,Assistant Minister for Trade and Customs,"Guy, JA",13.10.1932,12.10.1934,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Assistant ministers/Parliamentary secretaries,Minister without portfolio assisting the Minister for Trade and Customs,"Perkins, JA",29.11.1937,7.11.1938,,,
17,Lyons Ministry ,UAP,6.1.1932,7.11.1938,Assistant ministers/Parliamentary secretaries,Minister without portfolio directing negotiations for trade treaties,"Gullett, HS",12.10.1934,11.3.1937,,,
